,avg_rewards,mean_q
67,-54.13,-4.661427974700928
68,-53.54,-1.8256969451904297
69,-49.05,-4.4352126121521
70,-42.31,-3.402735710144043
71,-37.19,-0.8252548575401306
72,-38.06,-4.7310791015625
73,-38.67,-2.2946937084198
74,-38.93,-1.5099217891693115
75,-37.03,-2.667234182357788
76,-42.12,-4.754879951477051
77,-42.42,-0.16318881511688232
78,-43.05,-5.4330902099609375
79,-42.98,-2.0665664672851562
80,-41.46,-3.2157304286956787
81,-42.16,-2.7394697666168213
82,-42.45,-0.15931951999664307
83,-42.99,-1.084172010421753
84,-44.48,-3.0765295028686523
85,-40.25,-3.743055582046509
86,-39.45,-2.8800201416015625
87,-34.48,-2.420837163925171
88,-33.57,-2.244685173034668
89,-27.5,-2.0089335441589355
90,-26.71,-1.8395540714263916
91,-27.76,-4.52192497253418
92,-29.9,-0.9325408935546875
93,-28.7,0.2516286373138428
94,-29.35,-1.6931726932525635
95,-32.85,-3.384110450744629
96,-32.06,-4.604267120361328
97,-33.44,-3.964034080505371
98,-34.44,-3.173645496368408
99,-32.68,-2.3974130153656006
100,-35.77,-3.2363271713256836
101,-36.59,-2.362340211868286
102,-36.23,-2.9696621894836426
103,-33.96,-4.473389625549316
104,-34.62,-3.158132553100586
105,-36.25,-5.694363594055176
106,-36.8,-0.28863298892974854
107,-30.71,-1.5887506008148193
108,-31.24,-0.13093513250350952
109,-32.0,-4.024497985839844
110,-27.45,-0.5697599053382874
111,-22.4,-1.5313270092010498
112,-23.11,-1.6261996030807495
113,-25.45,-0.21630015969276428
114,-25.88,-4.858462333679199
115,-24.58,-0.49819159507751465
116,-25.75,-5.089095115661621
117,-27.05,-2.5883641242980957
118,-20.47,-4.624817848205566
119,-18.48,0.32853609323501587
120,-20.95,-1.5287994146347046
121,-21.1,-3.689689874649048
122,-22.51,-0.7741636633872986
123,-21.55,-6.134276390075684
124,-24.03,-2.5927047729492188
125,-20.29,0.33013999462127686
126,-18.19,-0.45123928785324097
127,-16.42,0.6244827508926392
128,-16.66,-3.0454368591308594
129,-17.34,-0.9194283485412598
130,-18.76,-1.1370699405670166
131,-15.42,-1.349853754043579
132,-15.21,-4.0604143142700195
133,-16.53,-2.381476879119873
134,-12.25,-4.407163143157959
135,-12.7,-1.9590392112731934
136,-16.83,-0.5939993858337402
137,-17.01,-1.7965316772460938
138,-18.59,2.733090400695801
139,-20.9,0.019393980503082275
140,-20.85,-0.6910114884376526
141,-21.34,5.36447811126709
142,-23.33,0.7277961373329163
143,-25.01,0.035413265228271484
144,-26.76,-0.7872108817100525
145,-28.64,-1.7297022342681885
146,-27.61,2.7440502643585205
147,-28.8,-3.1335620880126953
148,-28.85,-2.115915060043335
149,-25.26,-3.634589433670044
150,-22.45,-2.5229625701904297
151,-23.61,-1.5365550518035889
152,-19.54,-1.3153624534606934
153,-18.37,-1.8512001037597656
154,-15.73,-4.567879676818848
155,-19.99,-0.8262271285057068
156,-19.69,-2.7123560905456543
157,-19.09,-2.424090623855591
158,-21.46,-2.6335597038269043
159,-22.42,2.346357822418213
160,-25.36,-1.6680090427398682
161,-23.6,-3.6758053302764893
162,-19.76,-2.5754973888397217
163,-16.19,-0.9772396683692932
164,-15.04,1.393609642982483
165,-12.51,-2.0460152626037598
166,-15.57,-3.596514940261841
167,-14.63,-0.29115939140319824
168,-16.44,-1.203321099281311
169,-15.2,0.45591843128204346
170,-15.95,-1.0615781545639038
171,-18.18,-3.7327849864959717
172,-19.6,1.434644103050232
173,-21.33,-4.084442138671875
174,-21.42,-0.4389459490776062
175,-20.94,1.7706114053726196
176,-21.44,-1.8152356147766113
177,-17.31,-0.8832217454910278
178,-19.94,-0.6823244094848633
179,-20.05,-2.0713608264923096
180,-22.91,-0.8193439245223999
181,-18.72,2.0363881587982178
182,-21.22,-2.667222499847412
183,-20.66,-0.2967209219932556
184,-19.39,-2.40324068069458
185,-18.77,3.223247766494751
186,-18.16,-2.9699740409851074
187,-20.43,-4.414116382598877
188,-20.58,-2.39052152633667
189,-19.94,-2.941044569015503
190,-17.06,1.5235209465026855
191,-18.46,-1.8047113418579102
192,-18.95,0.7873495817184448
193,-18.44,-3.2635505199432373
194,-16.37,-1.5480080842971802
195,-16.22,-2.418609619140625
196,-19.08,-1.8334064483642578
197,-20.15,-2.877930164337158
198,-21.59,-0.5973546504974365
199,-20.38,-1.6765053272247314
200,-21.76,1.8660166263580322
