,avg_rewards,mean_q
153,-22.68,-6.229794502258301
154,-20.35,0.062214016914367676
155,-20.6,-3.0591020584106445
156,-23.03,-3.937985420227051
157,-18.48,-4.3260016441345215
158,-17.6,-2.4801783561706543
159,-16.35,-0.6342812180519104
160,-16.6,-4.002148151397705
161,-15.0,-0.4686394929885864
162,-19.15,-1.8281872272491455
163,-21.24,0.9651761054992676
164,-20.41,-3.376694679260254
165,-20.08,-5.44142484664917
166,-20.91,0.7303900718688965
167,-21.48,-2.7824578285217285
168,-18.19,-1.5234925746917725
169,-17.01,-2.228760242462158
170,-18.98,-1.4336739778518677
171,-18.71,-0.887265682220459
172,-14.74,-3.4784069061279297
173,-17.16,-1.9527760744094849
174,-14.45,-4.113216876983643
175,-15.13,-3.979982852935791
176,-17.94,-3.4193625450134277
177,-21.46,-4.27363920211792
178,-23.64,-0.39278843998908997
179,-20.96,-0.9065878391265869
180,-22.43,-2.3463940620422363
181,-21.55,0.07232832908630371
182,-21.58,-0.9132558107376099
183,-19.94,-0.1824096441268921
184,-18.84,-4.873142719268799
185,-20.8,-2.3775856494903564
186,-19.11,-3.7053635120391846
187,-20.61,-2.086226463317871
188,-20.77,-3.0037150382995605
189,-18.08,-2.488784074783325
190,-16.85,0.08150976896286011
191,-15.69,-2.894838333129883
192,-17.72,-2.4455363750457764
193,-19.06,-2.3128767013549805
194,-18.08,-4.941454887390137
195,-17.16,1.6110100746154785
196,-19.15,-1.0787853002548218
197,-19.48,-2.321047067642212
198,-19.51,-0.3401390314102173
199,-19.82,-2.3617441654205322
200,-21.5,-1.9085910320281982
