,avg_rewards,mean_q
0,-207.2,-0.07102394104003906
1,-203.6,-1.8521792888641357
2,-202.4,-3.1422433853149414
3,-191.35,-4.164525032043457
4,-194.88,-4.923055648803711
5,-189.1290322580645,-5.541736602783203
6,-189.86111111111111,-6.002293586730957
7,-191.09756097560975,-6.467268943786621
8,-192.45652173913044,-6.850014686584473
9,-193.37254901960785,-7.1446967124938965
10,-190.10526315789474,-4.8956217765808105
11,-190.90322580645162,-7.400217533111572
12,-189.97058823529412,-7.535689353942871
13,-185.24,-4.990900039672852
14,-186.1625,-3.011878728866577
15,-186.9764705882353,-3.343799591064453
16,-185.22222222222223,-3.7872419357299805
17,-186.0,2.0305910110473633
18,-186.7,-4.985701560974121
19,-185.28,-2.0987391471862793
20,-174.98,0.4722335934638977
21,-164.03,-3.462282419204712
22,-157.38,-5.242470741271973
23,-150.4,4.0950469970703125
24,-145.61,-3.923137664794922
25,-139.39,-2.219175338745117
26,-141.65,0.3787403106689453
27,-139.66,-4.728250503540039
28,-133.13,1.856980800628662
29,-129.67,-4.917748928070068
30,-121.68,-5.1991729736328125
31,-122.07,-4.96110200881958
32,-116.05,-3.1281213760375977
33,-113.72,-3.4474549293518066
34,-110.74,0.4228596091270447
35,-111.76,-2.927704095840454
36,-113.76,-2.302243709564209
37,-113.38,-3.552888870239258
38,-112.35,-3.2237446308135986
39,-104.32,-2.95544171333313
40,-103.9,-1.2264182567596436
41,-101.62,-3.2618730068206787
42,-94.46,-2.379767656326294
43,-94.49,1.9302992820739746
44,-96.25,-1.8460676670074463
45,-95.11,-3.065892219543457
46,-93.36,-3.5927863121032715
47,-91.78,-2.2168140411376953
48,-94.34,0.6322368383407593
49,-95.76,-4.141301155090332
50,-88.18,-1.0220781564712524
51,-88.55,-1.590137243270874
52,-81.78,1.5441899299621582
53,-86.41,-1.7456997632980347
54,-86.3,-5.187094211578369
55,-90.23,4.738947868347168
56,-82.98,2.259305715560913
57,-82.94,-0.2702816128730774
58,-84.82,2.790820360183716
59,-82.91,-1.1856290102005005
60,-78.78,0.8816152215003967
61,-82.66,-3.945255994796753
62,-82.69,-2.2858145236968994
63,-79.18,0.8702937960624695
64,-87.18,-1.5113632678985596
65,-88.11,3.037493944168091
66,-78.73,9.05815315246582
67,-81.38,15.132658958435059
68,-85.2,1.2333041429519653
69,-80.6,4.366394996643066
70,-83.1,-0.10803937911987305
71,-91.22,6.827065467834473
72,-89.06,0.6650984883308411
73,-84.42,3.7298221588134766
74,-87.53,1.9065438508987427
75,-91.31,4.7483811378479
76,-83.0,2.767204761505127
77,-76.34,1.861223578453064
78,-81.83,2.6642274856567383
79,-84.12,0.940920889377594
80,-86.29,-1.7660033702850342
81,-89.2,0.059756893664598465
82,-93.63,4.668898582458496
83,-90.33,4.713988780975342
84,-82.57,0.7360539436340332
85,-85.22,0.5103561878204346
86,-87.03,4.352252006530762
87,-91.75,3.5262715816497803
88,-89.56,-2.5698750019073486
89,-88.28,2.298766613006592
90,-94.55,5.876809120178223
91,-93.46,3.4695546627044678
92,-90.56,1.8173677921295166
93,-76.17,-0.8764308094978333
94,-72.4,1.5340722799301147
95,-74.18,-1.9910699129104614
96,-70.02,1.7161502838134766
97,-64.18,-3.508279800415039
98,-58.58,-2.42293381690979
99,-56.41,5.713555335998535
100,-54.83,0.16171520948410034
101,-55.57,-2.3991754055023193
102,-50.2,-2.4616823196411133
103,-48.05,-3.3910341262817383
104,-49.62,-1.7379827499389648
105,-48.6,2.357112169265747
106,-44.3,0.18197518587112427
107,-44.98,-0.5718887448310852
108,-45.03,-1.8408082723617554
109,-45.63,-3.1362996101379395
110,-45.6,-1.0493370294570923
111,-49.47,0.682975172996521
112,-54.02,-1.8964622020721436
113,-54.67,4.447947025299072
114,-50.6,-5.481590270996094
115,-48.1,-0.2534964084625244
116,-51.98,-4.05931282043457
117,-53.76,4.180690288543701
118,-56.91,3.5490360260009766
119,-57.74,-5.03354549407959
120,-57.46,2.144409418106079
121,-57.42,-1.109968900680542
122,-59.82,-4.895742416381836
123,-54.05,2.593559503555298
124,-52.08,0.18919622898101807
125,-45.19,1.3673869371414185
126,-47.54,4.599992752075195
127,-44.18,-3.694235324859619
128,-40.83,4.601357460021973
129,-37.72,-2.8344032764434814
130,-35.12,-4.747754096984863
131,-34.47,-5.546507358551025
132,-34.38,-2.5296449661254883
133,-35.13,2.4290575981140137
134,-30.13,-0.2127009928226471
135,-27.72,0.36752235889434814
136,-29.08,-2.076167106628418
137,-31.14,-3.91837215423584
138,-34.53,1.0937423706054688
139,-26.1,5.330224990844727
140,-30.66,1.7304438352584839
141,-28.08,-3.5944228172302246
142,-28.18,3.1247076988220215
143,-28.25,-2.729938507080078
144,-33.85,4.9315876960754395
145,-39.7,3.106440305709839
146,-38.77,-2.6698358058929443
147,-40.1,-2.031059741973877
148,-37.8,1.4608392715454102
149,-39.65,-1.142991304397583
150,-43.25,0.5330632925033569
151,-40.08,1.0977556705474854
152,-41.97,0.23623895645141602
153,-42.29,-1.416786789894104
154,-37.65,0.7391290068626404
155,-37.38,-1.818151593208313
156,-39.38,-0.05319869518280029
157,-37.27,-1.0429809093475342
158,-35.83,-1.239691972732544
159,-30.65,-1.3102049827575684
160,-33.28,-0.6378872394561768
161,-34.47,1.2036972045898438
162,-36.31,-2.885204315185547
163,-29.23,6.1317138671875
164,-30.39,3.532773017883301
165,-32.11,7.830888271331787
166,-30.31,1.4731261730194092
167,-29.12,4.45810604095459
168,-29.18,2.117255926132202
169,-32.48,1.283276081085205
170,-27.52,-1.430125117301941
171,-27.6,4.8044962882995605
172,-31.12,0.46771320700645447
173,-32.9,-1.3398871421813965
174,-33.25,2.094999313354492
175,-31.25,8.247173309326172
176,-31.09,-6.554989814758301
177,-31.93,-1.6137101650238037
178,-31.45,3.9825007915496826
179,-28.28,-1.8315143585205078
180,-32.72,2.199354410171509
181,-34.13,-0.9529253244400024
182,-35.52,-2.7319083213806152
183,-33.79,3.7796030044555664
184,-38.63,-1.954514503479004
185,-38.6,0.19734099507331848
186,-41.15,-2.3547489643096924
187,-39.32,-4.423821449279785
188,-35.16,1.2949590682983398
189,-34.77,7.6273884773254395
190,-32.26,1.7310223579406738
191,-33.82,-2.056603193283081
192,-25.51,7.184821605682373
193,-21.79,1.3555715084075928
194,-20.6,-2.614530086517334
195,-18.65,2.359741449356079
196,-17.77,2.342851161956787
197,-16.15,-3.8628990650177
198,-17.37,2.86714506149292
199,-20.24,-1.7807469367980957
200,-18.86,8.05473518371582
